file_id,EDU_text,EDU_char_offsets,EDU_token_offsets,A0,A2,A3,A4,B1,B2,B3,Binary_a0_score,Binary_b1_score,Binary_Conflict_score,Three_Conflict_labels,Direct_NegEval,Indirect_NegEval,Challenge,Correction
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"and we urge Russia ,",434-454,72-76,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"itselfan OSCE member ,",458-480,77-80,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,to use its influence,484-504,81-84,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,to ensure that this happens without further delay .,508-559,85-93,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"On 17 April , talks between Ukraine , Russia , the United States and the European Union succeeded in agreeing steps to reduce tensions .",563-699,94-118,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,The United Kingdom welcomed,703-730,119-122,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,that agreement,734-748,123-124,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,and the opportunity it offered for restoring stability in Ukraine .,752-819,125-135,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,But this opportunity has been spurned .,823-862,136-142,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"Since 17 April , the actions undertaken by Kyiv and Moscow stand in stark contrast .",866-950,143-158,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,Let us consider the facts .,954-981,159-164,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"First , the Geneva agreement called for all sides",986-1035,165-173,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"to refrain from violence , intimidation and provocative actions .",1039-1104,174-183,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"For its part , the Ukrainian Government has acted with commendable restraint",1108-1184,184-195,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,when undertaking measured and proportionate security operations,1188-1251,196-202,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,to deal with armed groups illegally occupying Government buildings and forming checkpoints .,1255-1347,203-215,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,The Ukrainian Government has the right and responsibility to uphold the rule of law and protect both its citizens and its officials on Ukrainian territory .,1351-1507,216-241,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_02.txt,"Russia , on the other hand , continues its military manoeuvres and aggressive rhetoric .",1511-1599,242-256,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,These steps have been matched with intensified rhetoric .,0-57,0-8,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,The Permanent Representative of the Russian Federation has asserted,61-128,9-17,_,_,_,_,Challenge,Country,russian_federation,0,1,1,b1_CC,0,0,1,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,that Russia has a legal basis to intervene in Ukraine in accordance with the right of self - defence under Article 51 of the Charter of the United Nations .,132-288,18-47,_,_,_,_,Challenge,Country,russian_federation,0,1,1,b1_CC,0,0,1,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,This is a claim that takes Russia 's distortion of international law to a new level .,292-377,48-64,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,There is no justification or legal basis whatsoever for invoking Article 51 .,381-458,65-77,_,_,_,_,Correction,-NONE-,-NONE-,0,1,1,b1_CC,0,0,0,1
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,Russian nationals are not under threat in Ukraine,462-511,78-85,_,_,_,_,Correction,-NONE-,-NONE-,0,1,1,b1_CC,0,0,0,1
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,"- a fact that has been reaffirmed on numerous occasions , including by the United Nations Human Rights Monitoring Mission and by the Commissioner for National Minorities of the Organization for Security and Cooperation in Europe ( OSCE ) .",515-754,86-125,_,_,_,_,Correction,-NONE-,-NONE-,0,1,1,b1_CC,0,0,0,1
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,This is deeply irresponsible rhetoric,758-795,126-130,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,intended to threaten and intimidate the Ukrainian Government,799-859,131-138,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7165_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_01.txt,and provide a bogus pretext for further illegal breaches of Ukrainian sovereignty and territorial integrity .,863-972,139-154,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,It is the Council 's responsibility to respond to such tragedies,0-64,0-10,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,by drawing the right lessons,67-95,11-15,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,and working together with commitment and conviction,98-149,16-22,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,to prevent their repetition .,152-181,23-27,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,It is clear where responsibility lies :,184-223,28-34,Indirect_NegEval,Underspecified,Non-Governm_Grp,-NONE-,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,with the senseless violence of armed separatists,226-274,35-41,Indirect_NegEval,Underspecified,Non-Governm_Grp,-NONE-,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,"and with those who have supported , equipped and advised them .",277-340,42-53,Indirect_NegEval,Underspecified,Non-Governm_Grp,-NONE-,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,The Council must be united in condemning,343-383,54-60,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,these actions,386-399,61-62,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,and in demanding,402-418,63-65,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,"that these groups disarm , desist from violence and intimidation",421-485,66-75,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,and engage in dialogue through the democratic mechanisms that are available to them .,488-573,76-89,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,"They have been given opportunities to do so , most recently through President Poroshenko 's peace plan .",576-680,90-107,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7219_spch004_United_Kingdom_Of_Great_Britain_And_Northern_Ireland_03.txt,Those opportunities have all been spurned .,683-726,108-114,Indirect_NegEval,Underspecified,Non-Governm_Grp,-NONE-,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"According to Ukrainian intelligence data ,",0-42,0-5,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"during the past month and a half in the eastern regions of Ukraine , agents of the Russian special services embarked on large - scale operations",45-189,6-31,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"to seize power and destabilize the situation ,",192-238,32-39,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"threatening the lives of citizens of Ukraine ,",241-287,40-47,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,for the purpose of separating those regions from our country .,290-352,48-58,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"During the past month , our Mission has regularly informed the Security Council and all States Members of the United Nations on the latest developments in Russian actions in Crimea and other regions of Ukraine .",355-566,59-94,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,Russia has not only been constantly increasing the number of its troops deployed along the Ukrainian border,569-676,95-111,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,but it has also been sending subversive groups into Ukrainian regions,679-748,112-122,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,in order to destabilize the situation .,751-790,123-129,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"Such specially designated groups ,",793-827,130-134,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"made up of 10 to 20 members of the special forces , primarily from the main intelligence directorate or general staff of the armed forces of the Russian Federation ,",830-995,135-164,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,infiltrated Ukrainian territory with the task of forming and organizing military combat units .,998-1093,165-178,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"Ukraine has strong evidence of the involvement of the Russian special service forces ,",1096-1182,179-192,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,as was mentioned in a statement the Minister for Foreign Affairs of Ukraine made public early today .,1185-1286,193-210,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"The detention of Russian citizen members of subversive groups coordinated by the Russian federal security services and military intelligence is carried out on a daily basis by the security services of Ukraine ,",1290-1500,211-243,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"yielding the following facts ,",1503-1533,244-248,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,which are just a few out of dozens .,1536-1572,249-257,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"On 8 April , Russian citizen Maria Koleda ,",1576-1619,258-266,Indirect_NegEval,Country,Person,russian_federation,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"who fulfilled intelligence service tasks to destabilize in eastern Ukraine ,",1622-1698,267-277,Indirect_NegEval,Country,Person,russian_federation,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,was detained in Herson .,1701-1725,278-282,Indirect_NegEval,Country,Person,russian_federation,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,The Russian saboteur who was about to seize such strategic facilities as the Kakhovka hydroelectric power plant was detained in the region of Herson .,1729-1879,283-307,Indirect_NegEval,Country,Person,russian_federation,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"On 10 March , a representative of the Russian Federation military intelligence service was detained in Donetsk .",1883-1995,308-325,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7154_spch019_Ukraine_02_GD.txt,"On 12 March , the intelligence group of the Russian armed forces that infiltrated the Herson territory from Crimea was detained at the control point .",1999-2149,326-351,Direct_NegEval,Country,-NONE-,russian_federation,_,_,_,1,0,1,a0_NE,1,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,"The Republic of Korea voted in favour of the draft resolution contained in document S/2014/189 ,",0-96,0-15,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,as we firmly believe,99-119,16-19,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,that the unity and territorial integrity of Ukraine should be fully respected,122-199,20-31,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,and that the future of Ukraine should be decided by the Ukrainians themselves,202-279,32-44,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,without any intervention or influence by outside forces .,282-339,45-53,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,We think,342-350,54-55,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,that the draft resolution clearly embodies those principles .,353-414,56-64,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,It is regrettable that the draft resolution was not adopted by the Security Council today .,418-509,65-80,Indirect_NegEval,Country,Law_Policy,-NONE-,_,_,_,1,0,1,a0_NE,0,1,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,"Still , we very much hope",512-537,81-86,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2014_SPV.7138_spch013_Republic_Of_Korea_00.txt,that today 's failure will not close the window on a peaceful and diplomatic solution to the crisis .,540-641,87-105,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"First , the decision - making power of women in peace processes must be enhanced",1-81,0-14,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,by facilitating the participation of civil society .,84-136,15-22,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,I remind everyone in the Chamber today,139-177,23-29,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"that civil society is an indispensable force essential to any democratic process ,",180-262,30-42,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,and therefore to every post - conflict stabilization process .,265-327,43-52,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,It is a simple equation :,330-355,53-58,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,without Civil society there is no inclusivity,358-403,59-65,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"and , without that , there can be no lasting peace .",406-458,66-77,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"It is therefore necessary that Governments open the doors to organizations representing women ,",461-556,78-91,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,if they want to lay the foundation for sustainable development .,559-623,92-102,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,We are convinced,626-642,103-105,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"that in our fight against climate change , women will play a decisive role .",645-721,106-120,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"During the Council 's visit to Mali , we noted the wealth and dynamism of Malian civil society .",726-822,121-139,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"Let us heed it ,",825-841,140-144,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,because it has something to say about the peace process under way .,844-911,145-157,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"Its expertise and analysis can serve as a valuable guide to the implementation of the second national action plan for women and peace and security in Mali ,",914-1070,158-185,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,which aims to involve women in the peace process .,1073-1123,186-195,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,The support provided by UN - Women and the United Nations Multidimensional Integrated Stabilization Mission in Mali is essential .,1126-1256,196-215,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"On a regional level , France also encourages the African Union to continue its efforts to give more space to women through its Gender , Peace and Security Programme ,",1260-1426,216-245,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
UNSC_2016_SPV.7658_spch023_France_01.txt,"which the African Union Special Envoy on Women , Peace and Security Ms. Bineta Diop , spoke about compellingly .",1429-1541,246-265,_,_,_,_,_,_,_,0,0,0,_,0,0,0,0
